Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Regulation Of Secretion By Cell (GO:1903530),-0.08324974924774323,-0.30120414597618483,0.7445482866043613,1.0,1.0,5/5,100.00%,APEX1;RAB8B;SAA1;SEPTIN2;RAB8A
prerank,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),-0.0788152610441767,-0.3010477801988472,0.6318565400843882,1.0,1.0,7/7,100.00%,UTS2;ADGRE5;GIP;ADGRG6;RAPGEF2;ADGRF5;ADGRL4
prerank,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),-0.13751263902932256,-0.2992043331824188,0.470917225950783,1.0,1.0,21/21,100.00%,PDE4D;IGHE;IGKC;MNDA;HLA-A;PTPRC;IGHA2;IGLC7;BTK;CSK;HLA-DRB1;LCP2;IGHG3;IGHD;IGHG2;IGHA1;IGHG1;IGHG4;IGHM;PTPRJ;ICOSLG
prerank,Protein-Containing Complex Organization (GO:0043933),-0.14408493427704752,-0.2990353809823305,0.4881623449830891,1.0,1.0,21/21,100.00%,TCAP;ELOB;TEAD1;JCHAIN;AP2M1;FAS;PPP2R1A;DNM1L;KNTC1;DMTN;CAPG;SLC2A1;ZW10;FGG;FGA;LAMC1;FGB;CAPZA2;CAPZA1;PDE4DIP;IL1RAP
prerank,Protein Autophosphorylation (GO:0046777),-0.11761736496718829,-0.29897086662374917,0.4358407079646018,1.0,1.0,18/18,100.00%,EPHA4;OXSR1;TYRO3;FGFR4;SRC;FGFR3;EPHA1;FGFR1;KIT;FLT4;FAM20C;EGFR;PDGFRB;CSF1R;STK24;TEK;KDR;EPHB4
prerank,Tight Junction Assembly (GO:0120192),-0.07977922729553437,-0.2969651115645487,0.6729559748427673,1.0,1.0,6/6,100.00%,POF1B;PDCD6IP;LSR;CDH5;ESAM;PECAM1
prerank,Activation Of GTPase Activity (GO:0090630),-0.07785032646911101,-0.2966552026077967,0.6257995735607675,1.0,1.0,8/8,100.00%,ARHGAP29;RHOG;EPHA1;DOCK7;SGSM2;NTRK3;TBC1D9;CORO1C
prerank,Protein Methylation (GO:0006479),-0.07622868605817452,-0.29402491959341387,0.7125129265770423,1.0,1.0,5/5,100.00%,GSPT1;ETF1;RAB6A;BHMT;PCMT1
prerank,Negative Regulation Of Focal Adhesion Assembly (GO:0051895),-0.07773319959879639,-0.293979897315533,0.7229166666666667,1.0,1.0,5/5,100.00%,SRC;DMTN;THBS1;APOD;CORO1C
prerank,Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),-0.07773319959879639,-0.293979897315533,0.7229166666666667,1.0,1.0,5/5,100.00%,SRC;DMTN;THBS1;APOD;CORO1C
prerank,Apical Junction Assembly (GO:0043297),-0.07989949748743719,-0.29247455326155153,0.584305408271474,1.0,1.0,9/9,100.00%,VCL;POF1B;RHOA;PDCD6IP;CTNNA1;WDR1;CDH5;ESAM;PECAM1
prerank,Regulation Of Immune Effector Process (GO:0002697),-0.07730923694779115,-0.2923158439649563,0.678125,1.0,1.0,7/7,100.00%,PHB2;HLA-DRB1;CD55;HLA-DRA;CFH;C4BPA;C4BPB
prerank,Negative Regulation Of Cell Junction Assembly (GO:1901889),-0.07777220270948318,-0.29035420499759224,0.6852631578947368,1.0,1.0,6/6,100.00%,SRC;DMTN;SLIT1;THBS1;APOD;CORO1C
prerank,Circulatory System Development (GO:0072359),-0.12632642748863063,-0.28885746007335883,0.4640088593576966,1.0,1.0,20/20,100.00%,LDB3;OXSR1;MTHFD1;PDLIM5;TGFB1;TGFBR2;FBN1;TAFAZZIN;HSPG2;FN1;CDH5;HEG1;FLT4;COL3A1;PDLIM1;TEK;NTRK3;AKAP13;SHH;SRI
